"StaxEventXMLReader.java:317"$1$"			if (namespace == null || !hasNamespacesFeature()) {"
"StaxEventXMLReader.java:318"$1$"				namespace = """";"
"StaxEventXMLReader.java:319"$1$"			}"
"StaxEventXMLReader.java:320"$0$"			String type = attribute.getDTDType();"
"StaxEventXMLReader.java:321"$1$"			if (type == null) {"
"StaxEventXMLReader.java:322"$1$"				type = ""CDATA"";"
"StaxEventXMLReader.java:323"$1$"			}"
"StaxEventXMLReader.java:324"$0$"			attributes.addAttribute(namespace, qName.getLocalPart(), toQualifiedName(qName), type, attribute.getValue());"
"StaxEventXMLReader.java:325"$0$"		}"
"StaxEventXMLReader.java:326"$1$"		if (hasNamespacePrefixesFeature()) {"
"StaxEventXMLReader.java:327"$1$"			for (Iterator i = event.getNamespaces(); i.hasNext();) {"
"StaxEventXMLReader.java:328"$1$"				Namespace namespace = (Namespace) i.next();"
"StaxEventXMLReader.java:329"$1$"				String prefix = namespace.getPrefix();"
"StaxEventXMLReader.java:330"$1$"				String namespaceUri = namespace.getNamespaceURI();"
"StaxEventXMLReader.java:331"$1$"				String qName;"
"StaxEventXMLReader.java:332"$1$"				if (StringUtils.hasLength(prefix)) {"
"StaxEventXMLReader.java:333"$1$"					qName = ""xmlns:"" + prefix;"
"StaxEventXMLReader.java:334"$1$"				}"
"StaxEventXMLReader.java:335"$1$"				else {"
"StaxEventXMLReader.java:336"$1$"					qName = ""xmlns"";"
"StaxEventXMLReader.java:337"$1$"				}"
"StaxEventXMLReader.java:338"$0$"				attributes.addAttribute("""", """", qName, ""CDATA"", namespaceUri);"
"StaxEventXMLReader.java:339"$0$"			}"
"StaxEventXMLReader.java:340"$0$"		}"
"StaxEventXMLReader.java:341"$0$""
"StaxEventXMLReader.java:342"$0$"		return attributes;"
"StaxEventXMLReader.java:343"$0$"	}"
"StaxEventXMLReader.java:344"$0$""
"StaxEventXMLReader.java:345"$0$"}"
"AnnotatedElementUtils.java:1"$0$"/*"
"AnnotatedElementUtils.java:2"$0$" * Copyright 2002-2019 the original author or authors."
"AnnotatedElementUtils.java:3"$0$" *"
"AnnotatedElementUtils.java:4"$0$" * Licensed under the Apache License, Version 2.0 (the ""License"");"
"AnnotatedElementUtils.java:5"$0$" * you may not use this file except in compliance with the License."
"AnnotatedElementUtils.java:6"$0$" * You may obtain a copy of the License at"
"AnnotatedElementUtils.java:7"$0$" *"
"AnnotatedElementUtils.java:8"$0$" *      https://www.apache.org/licenses/LICENSE-2.0"
"AnnotatedElementUtils.java:9"$0$" *"
"AnnotatedElementUtils.java:10"$0$" * Unless required by applicable law or agreed to in writing, software"
"AnnotatedElementUtils.java:11"$0$" * distributed under the License is distributed on an ""AS IS"" BASIS,"
"AnnotatedElementUtils.java:12"$0$" * WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied."
"AnnotatedElementUtils.java:13"$0$" * See the License for the specific language governing permissions and"
"AnnotatedElementUtils.java:14"$0$" * limitations under the License."
"AnnotatedElementUtils.java:15"$0$" */"
"AnnotatedElementUtils.java:16"$0$""
"AnnotatedElementUtils.java:17"$0$"package org.springframework.core.annotation;"
"AnnotatedElementUtils.java:18"$0$""
"AnnotatedElementUtils.java:19"$0$"import java.lang.annotation.Annotation;"
"AnnotatedElementUtils.java:20"$0$"import java.lang.reflect.AnnotatedElement;"
"AnnotatedElementUtils.java:21"$0$"import java.util.Collections;"
"AnnotatedElementUtils.java:22"$0$"import java.util.Comparator;"
"AnnotatedElementUtils.java:23"$0$"import java.util.LinkedHashSet;"
"AnnotatedElementUtils.java:24"$0$"import java.util.Set;"
"AnnotatedElementUtils.java:25"$0$"import java.util.stream.Collectors;"
"AnnotatedElementUtils.java:26"$0$""
"AnnotatedElementUtils.java:27"$0$"import org.springframework.core.BridgeMethodResolver;"
"AnnotatedElementUtils.java:28"$0$"import org.springframework.core.annotation.MergedAnnotation.Adapt;"
"AnnotatedElementUtils.java:29"$0$"import org.springframework.core.annotation.MergedAnnotations.SearchStrategy;"
"AnnotatedElementUtils.java:30"$0$"import org.springframework.lang.Nullable;"
"AnnotatedElementUtils.java:31"$0$"import org.springframework.util.MultiValueMap;"
"AnnotatedElementUtils.java:32"$0$""
"AnnotatedElementUtils.java:33"$0$"/**"
"AnnotatedElementUtils.java:34"$0$" * General utility methods for finding annotations, meta-annotations, and"
"AnnotatedElementUtils.java:35"$1$" * repeatable annotations on {@link AnnotatedElement AnnotatedElements}."
"AnnotatedElementUtils.java:36"$0$" *"
"AnnotatedElementUtils.java:37"$1$" * <p>{@code AnnotatedElementUtils} defines the public API for Spring's"
"AnnotatedElementUtils.java:38"$0$" * meta-annotation programming model with support for <em>annotation attribute"
"AnnotatedElementUtils.java:39"$0$" * overrides</em>. If you do not need support for annotation attribute"
"AnnotatedElementUtils.java:40"$1$" * overrides, consider using {@link AnnotationUtils} instead."
"AnnotatedElementUtils.java:41"$0$" *"
"AnnotatedElementUtils.java:42"$0$" * <p>Note that the features of this class are not provided by the JDK's"
"AnnotatedElementUtils.java:43"$0$" * introspection facilities themselves."
"AnnotatedElementUtils.java:44"$0$" *"
"AnnotatedElementUtils.java:45"$0$" * <h3>Annotation Attribute Overrides</h3>"
"AnnotatedElementUtils.java:46"$0$" * <p>Support for meta-annotations with <em>attribute overrides</em> in"
"AnnotatedElementUtils.java:47"$0$" * <em>composed annotations</em> is provided by all variants of the"
"AnnotatedElementUtils.java:48"$1$" * {@code getMergedAnnotationAttributes()}, {@code getMergedAnnotation()},"
"AnnotatedElementUtils.java:49"$1$" * {@code getAllMergedAnnotations()}, {@code getMergedRepeatableAnnotations()},"
"AnnotatedElementUtils.java:50"$1$" * {@code findMergedAnnotationAttributes()}, {@code findMergedAnnotation()},"
"AnnotatedElementUtils.java:51"$1$" * {@code findAllMergedAnnotations()}, and {@code findMergedRepeatableAnnotations()}"
"AnnotatedElementUtils.java:52"$0$" * methods."
"AnnotatedElementUtils.java:53"$0$" *"
"AnnotatedElementUtils.java:54"$0$" * <h3>Find vs. Get Semantics</h3>"
"AnnotatedElementUtils.java:55"$0$" * <p>The search algorithms used by methods in this class follow either"
"AnnotatedElementUtils.java:56"$0$" * <em>find</em> or <em>get</em> semantics. Consult the javadocs for each"
"AnnotatedElementUtils.java:57"$0$" * individual method for details on which search algorithm is used."
"AnnotatedElementUtils.java:58"$0$" *"
"AnnotatedElementUtils.java:59"$0$" * <p><strong>Get semantics</strong> are limited to searching for annotations"
"AnnotatedElementUtils.java:60"$1$" * that are either <em>present</em> on an {@code AnnotatedElement} (i.e. declared"
"AnnotatedElementUtils.java:61"$1$" * locally or {@linkplain java.lang.annotation.Inherited inherited}) or declared"
"AnnotatedElementUtils.java:62"$1$" * within the annotation hierarchy <em>above</em> the {@code AnnotatedElement}."
"AnnotatedElementUtils.java:63"$0$" *"
"AnnotatedElementUtils.java:64"$0$" * <p><strong>Find semantics</strong> are much more exhaustive, providing"
"AnnotatedElementUtils.java:65"$0$" * <em>get semantics</em> plus support for the following:"
"AnnotatedElementUtils.java:66"$0$" *"
"AnnotatedElementUtils.java:67"$0$" * <ul>"
"AnnotatedElementUtils.java:68"$0$" * <li>Searching on interfaces, if the annotated element is a class"
"AnnotatedElementUtils.java:69"$0$" * <li>Searching on superclasses, if the annotated element is a class"
"AnnotatedElementUtils.java:70"$0$" * <li>Resolving bridged methods, if the annotated element is a method"
"AnnotatedElementUtils.java:71"$0$" * <li>Searching on methods in interfaces, if the annotated element is a method"
"AnnotatedElementUtils.java:72"$0$" * <li>Searching on methods in superclasses, if the annotated element is a method"
"AnnotatedElementUtils.java:73"$0$" * </ul>"
"AnnotatedElementUtils.java:74"$0$" *"
"AnnotatedElementUtils.java:75"$1$" * <h3>Support for {@code @Inherited}</h3>"
"AnnotatedElementUtils.java:76"$0$" * <p>Methods following <em>get semantics</em> will honor the contract of Java's"
"AnnotatedElementUtils.java:77"$1$" * {@link java.lang.annotation.Inherited @Inherited} annotation except that locally"
"AnnotatedElementUtils.java:78"$0$" * declared annotations (including custom composed annotations) will be favored over"
"AnnotatedElementUtils.java:79"$0$" * inherited annotations. In contrast, methods following <em>find semantics</em>"
"AnnotatedElementUtils.java:80"$1$" * will completely ignore the presence of {@code @Inherited} since the <em>find</em>"
"AnnotatedElementUtils.java:81"$0$" * search algorithm manually traverses type and method hierarchies and thereby"
"AnnotatedElementUtils.java:82"$1$" * implicitly supports annotation inheritance without a need for {@code @Inherited}."
"AnnotatedElementUtils.java:83"$0$" *"
"AnnotatedElementUtils.java:84"$0$" * @author Phillip Webb"
"AnnotatedElementUtils.java:85"$0$" * @author Juergen Hoeller"
"AnnotatedElementUtils.java:86"$0$" * @author Sam Brannen"
"AnnotatedElementUtils.java:87"$0$" * @since 4.0"
"AnnotatedElementUtils.java:88"$0$" * @see AliasFor"
"AnnotatedElementUtils.java:89"$0$" * @see AnnotationAttributes"
"AnnotatedElementUtils.java:90"$0$" * @see AnnotationUtils"
"AnnotatedElementUtils.java:91"$0$" * @see BridgeMethodResolver"
"AnnotatedElementUtils.java:92"$0$" */"
"AnnotatedElementUtils.java:93"$1$"public abstract class AnnotatedElementUtils {"
"AnnotatedElementUtils.java:94"$1$""
"AnnotatedElementUtils.java:95"$1$"	/**"
"AnnotatedElementUtils.java:96"$1$"	 * Build an adapted {@link AnnotatedElement} for the given annotations,"
"AnnotatedElementUtils.java:97"$1$"	 * typically for use with other methods on {@link AnnotatedElementUtils}."
"AnnotatedElementUtils.java:98"$1$"	 * @param annotations the annotations to expose through the {@code AnnotatedElement}"
"AnnotatedElementUtils.java:99"$1$"	 * @since 4.3"
"AnnotatedElementUtils.java:100"$1$"	 */"
"AnnotatedElementUtils.java:101"$1$"	public static AnnotatedElement forAnnotations(Annotation... annotations) {"
"AnnotatedElementUtils.java:102"$1$"		return new AnnotatedElementForAnnotations(annotations);"
"AnnotatedElementUtils.java:103"$1$"	}"
"AnnotatedElementUtils.java:104"$0$""
"AnnotatedElementUtils.java:105"$0$"	/**"
"AnnotatedElementUtils.java:106"$0$"	 * Get the fully qualified class names of all meta-annotation types"
"AnnotatedElementUtils.java:107"$1$"	 * <em>present</em> on the annotation (of the specified {@code annotationType})"
"AnnotatedElementUtils.java:108"$1$"	 * on the supplied {@link AnnotatedElement}."
"AnnotatedElementUtils.java:109"$0$"	 * <p>This method follows <em>get semantics</em> as described in the"
"AnnotatedElementUtils.java:110"$1$"	 * {@linkplain AnnotatedElementUtils class-level javadoc}."
"AnnotatedElementUtils.java:111"$0$"	 * @param element the annotated element"
"AnnotatedElementUtils.java:112"$0$"	 * @param annotationType the annotation type on which to find meta-annotations"
"AnnotatedElementUtils.java:113"$0$"	 * @return the names of all meta-annotations present on the annotation,"
"AnnotatedElementUtils.java:114"$0$"	 * or an empty set if not found"
"AnnotatedElementUtils.java:115"$0$"	 * @since 4.2"
"AnnotatedElementUtils.java:116"$0$"	 * @see #getMetaAnnotationTypes(AnnotatedElement, String)"
"AnnotatedElementUtils.java:117"$0$"	 * @see #hasMetaAnnotationTypes"
"AnnotatedElementUtils.java:118"$0$"	 */"
"AnnotatedElementUtils.java:119"$0$"	public static Set<String> getMetaAnnotationTypes(AnnotatedElement element,"
"AnnotatedElementUtils.java:120"$1$"			Class<? extends Annotation> annotationType) {"
"AnnotatedElementUtils.java:121"$1$""
"AnnotatedElementUtils.java:122"$1$"		return getMetaAnnotationTypes(element, element.getAnnotation(annotationType));"
"AnnotatedElementUtils.java:123"$1$"	}"
"AnnotatedElementUtils.java:124"$0$""
"AnnotatedElementUtils.java:125"$0$"	/**"
"AnnotatedElementUtils.java:126"$0$"	 * Get the fully qualified class names of all meta-annotation"
"AnnotatedElementUtils.java:127"$0$"	 * types <em>present</em> on the annotation (of the specified"
"AnnotatedElementUtils.java:128"$1$"	 * {@code annotationName}) on the supplied {@link AnnotatedElement}."
"AnnotatedElementUtils.java:129"$0$"	 * <p>This method follows <em>get semantics</em> as described in the"
"AnnotatedElementUtils.java:130"$1$"	 * {@linkplain AnnotatedElementUtils class-level javadoc}."
"AnnotatedElementUtils.java:131"$0$"	 * @param element the annotated element"
"AnnotatedElementUtils.java:132"$0$"	 * @param annotationName the fully qualified class name of the annotation"
"AnnotatedElementUtils.java:133"$0$"	 * type on which to find meta-annotations"
"AnnotatedElementUtils.java:134"$0$"	 * @return the names of all meta-annotations present on the annotation,"
"AnnotatedElementUtils.java:135"$0$"	 * or an empty set if none found"
"AnnotatedElementUtils.java:136"$0$"	 * @see #getMetaAnnotationTypes(AnnotatedElement, Class)"
"AnnotatedElementUtils.java:137"$0$"	 * @see #hasMetaAnnotationTypes"
"AnnotatedElementUtils.java:138"$0$"	 */"
"AnnotatedElementUtils.java:139"$1$"	public static Set<String> getMetaAnnotationTypes(AnnotatedElement element, String annotationName) {"
"AnnotatedElementUtils.java:140"$1$"		for (Annotation annotation : element.getAnnotations()) {"
"AnnotatedElementUtils.java:141"$1$"			if (annotation.annotationType().getName().equals(annotationName)) {"
"AnnotatedElementUtils.java:142"$1$"				return getMetaAnnotationTypes(element, annotation);"
"AnnotatedElementUtils.java:143"$1$"			}"
"AnnotatedElementUtils.java:144"$0$"		}"
"AnnotatedElementUtils.java:145"$0$"		return Collections.emptySet();"
"AnnotatedElementUtils.java:146"$0$"	}"
"AnnotatedElementUtils.java:147"$0$""
"AnnotatedElementUtils.java:148"$1$"	private static Set<String> getMetaAnnotationTypes(AnnotatedElement element, @Nullable Annotation annotation) {"
"AnnotatedElementUtils.java:149"$1$"		if (annotation == null) {"
"AnnotatedElementUtils.java:150"$1$"			return Collections.emptySet();"
"AnnotatedElementUtils.java:151"$1$"		}"
"AnnotatedElementUtils.java:152"$0$"		return getAnnotations(annotation.annotationType()).stream()"
"AnnotatedElementUtils.java:153"$0$"				.map(mergedAnnotation -> mergedAnnotation.getType().getName())"
"AnnotatedElementUtils.java:154"$0$"				.collect(Collectors.toCollection(LinkedHashSet::new));"
"AnnotatedElementUtils.java:155"$0$"	}"
"AnnotatedElementUtils.java:156"$0$""
"AnnotatedElementUtils.java:157"$0$"	/**"
"AnnotatedElementUtils.java:158"$1$"	 * Determine if the supplied {@link AnnotatedElement} is annotated with"
"AnnotatedElementUtils.java:159"$0$"	 * a <em>composed annotation</em> that is meta-annotated with an"
"AnnotatedElementUtils.java:160"$1$"	 * annotation of the specified {@code annotationType}."
"AnnotatedElementUtils.java:161"$0$"	 * <p>This method follows <em>get semantics</em> as described in the"
"AnnotatedElementUtils.java:162"$1$"	 * {@linkplain AnnotatedElementUtils class-level javadoc}."
"AnnotatedElementUtils.java:163"$0$"	 * @param element the annotated element"
"AnnotatedElementUtils.java:164"$0$"	 * @param annotationType the meta-annotation type to find"
"AnnotatedElementUtils.java:165"$1$"	 * @return {@code true} if a matching meta-annotation is present"
"AnnotatedElementUtils.java:166"$0$"	 * @since 4.2.3"
"AnnotatedElementUtils.java:167"$0$"	 * @see #getMetaAnnotationTypes"
"AnnotatedElementUtils.java:168"$0$"	 */"
"AnnotatedElementUtils.java:169"$1$"	public static boolean hasMetaAnnotationTypes(AnnotatedElement element, Class<? extends Annotation> annotationType) {"
"AnnotatedElementUtils.java:170"$1$"		return getAnnotations(element).stream(annotationType).anyMatch(MergedAnnotation::isMetaPresent);"
"AnnotatedElementUtils.java:171"$1$"	}"
"AnnotatedElementUtils.java:172"$0$""
"AnnotatedElementUtils.java:173"$0$"	/**"
"AnnotatedElementUtils.java:174"$1$"	 * Determine if the supplied {@link AnnotatedElement} is annotated with a"
"AnnotatedElementUtils.java:175"$0$"	 * <em>composed annotation</em> that is meta-annotated with an annotation"
"AnnotatedElementUtils.java:176"$1$"	 * of the specified {@code annotationName}."
"AnnotatedElementUtils.java:177"$0$"	 * <p>This method follows <em>get semantics</em> as described in the"
"AnnotatedElementUtils.java:178"$1$"	 * {@linkplain AnnotatedElementUtils class-level javadoc}."
"AnnotatedElementUtils.java:179"$0$"	 * @param element the annotated element"
"AnnotatedElementUtils.java:180"$0$"	 * @param annotationName the fully qualified class name of the"
"AnnotatedElementUtils.java:181"$0$"	 * meta-annotation type to find"
"AnnotatedElementUtils.java:182"$1$"	 * @return {@code true} if a matching meta-annotation is present"
"AnnotatedElementUtils.java:183"$0$"	 * @see #getMetaAnnotationTypes"
"AnnotatedElementUtils.java:184"$0$"	 */"
"AnnotatedElementUtils.java:185"$1$"	public static boolean hasMetaAnnotationTypes(AnnotatedElement element, String annotationName) {"
"AnnotatedElementUtils.java:186"$1$"		return getAnnotations(element).stream(annotationName).anyMatch(MergedAnnotation::isMetaPresent);"
"AnnotatedElementUtils.java:187"$1$"	}"
"AnnotatedElementUtils.java:188"$0$""
"AnnotatedElementUtils.java:189"$0$"	/**"
"AnnotatedElementUtils.java:190"$1$"	 * Determine if an annotation of the specified {@code annotationType}"
"AnnotatedElementUtils.java:191"$1$"	 * is <em>present</em> on the supplied {@link AnnotatedElement} or"
"AnnotatedElementUtils.java:192"$0$"	 * within the annotation hierarchy <em>above</em> the specified element."
"AnnotatedElementUtils.java:193"$1$"	 * <p>If this method returns {@code true}, then {@link #getMergedAnnotationAttributes}"
"AnnotatedElementUtils.java:194"$0$"	 * will return a non-null value."
"AnnotatedElementUtils.java:195"$0$"	 * <p>This method follows <em>get semantics</em> as described in the"
"AnnotatedElementUtils.java:196"$1$"	 * {@linkplain AnnotatedElementUtils class-level javadoc}."
"AnnotatedElementUtils.java:197"$0$"	 * @param element the annotated element"
"AnnotatedElementUtils.java:198"$0$"	 * @param annotationType the annotation type to find"
"AnnotatedElementUtils.java:199"$1$"	 * @return {@code true} if a matching annotation is present"
"AnnotatedElementUtils.java:200"$0$"	 * @since 4.2.3"
"AnnotatedElementUtils.java:201"$0$"	 * @see #hasAnnotation(AnnotatedElement, Class)"
"AnnotatedElementUtils.java:202"$0$"	 */"
"AnnotatedElementUtils.java:203"$1$"	public static boolean isAnnotated(AnnotatedElement element, Class<? extends Annotation> annotationType) {"
"AnnotatedElementUtils.java:204"$0$"		// Shortcut: directly present on the element, with no merging needed?"
"AnnotatedElementUtils.java:205"$1$"		if (AnnotationFilter.PLAIN.matches(annotationType) ||"
"AnnotatedElementUtils.java:206"$1$"				AnnotationsScanner.hasPlainJavaAnnotationsOnly(element)) {"
"AnnotatedElementUtils.java:207"$1$"			return element.isAnnotationPresent(annotationType);"
"AnnotatedElementUtils.java:208"$1$"		}"
"AnnotatedElementUtils.java:209"$0$"		// Exhaustive retrieval of merged annotations..."
"AnnotatedElementUtils.java:210"$0$"		return getAnnotations(element).isPresent(annotationType);"
"AnnotatedElementUtils.java:211"$0$"	}"
"AnnotatedElementUtils.java:212"$0$""
"AnnotatedElementUtils.java:213"$0$"	/**"
"AnnotatedElementUtils.java:214"$1$"	 * Determine if an annotation of the specified {@code annotationName} is"
"AnnotatedElementUtils.java:215"$1$"	 * <em>present</em> on the supplied {@link AnnotatedElement} or within the"
"AnnotatedElementUtils.java:216"$0$"	 * annotation hierarchy <em>above</em> the specified element."
"AnnotatedElementUtils.java:217"$1$"	 * <p>If this method returns {@code true}, then {@link #getMergedAnnotationAttributes}"
"AnnotatedElementUtils.java:218"$0$"	 * will return a non-null value."
"AnnotatedElementUtils.java:219"$0$"	 * <p>This method follows <em>get semantics</em> as described in the"
"AnnotatedElementUtils.java:220"$1$"	 * {@linkplain AnnotatedElementUtils class-level javadoc}."
"AnnotatedElementUtils.java:221"$0$"	 * @param element the annotated element"
"AnnotatedElementUtils.java:222"$0$"	 * @param annotationName the fully qualified class name of the annotation type to find"
"AnnotatedElementUtils.java:223"$1$"	 * @return {@code true} if a matching annotation is present"
"AnnotatedElementUtils.java:224"$0$"	 */"
"AnnotatedElementUtils.java:225"$1$"	public static boolean isAnnotated(AnnotatedElement element, String annotationName) {"
"AnnotatedElementUtils.java:226"$1$"		return getAnnotations(element).isPresent(annotationName);"
"AnnotatedElementUtils.java:227"$1$"	}"
"AnnotatedElementUtils.java:228"$0$""
"AnnotatedElementUtils.java:229"$0$"	/**"
"AnnotatedElementUtils.java:230"$1$"	 * Get the first annotation of the specified {@code annotationType} within"
"AnnotatedElementUtils.java:231"$1$"	 * the annotation hierarchy <em>above</em> the supplied {@code element} and"
"AnnotatedElementUtils.java:232"$0$"	 * merge that annotation's attributes with <em>matching</em> attributes from"
"AnnotatedElementUtils.java:233"$0$"	 * annotations in lower levels of the annotation hierarchy."
"AnnotatedElementUtils.java:234"$1$"	 * <p>{@link AliasFor @AliasFor} semantics are fully supported, both"
"AnnotatedElementUtils.java:235"$0$"	 * within a single annotation and within the annotation hierarchy."
"AnnotatedElementUtils.java:236"$1$"	 * <p>This method delegates to {@link #getMergedAnnotationAttributes(AnnotatedElement, String)}."
"AnnotatedElementUtils.java:237"$0$"	 * @param element the annotated element"
"AnnotatedElementUtils.java:238"$0$"	 * @param annotationType the annotation type to find"
"AnnotatedElementUtils.java:239"$1$"	 * @return the merged {@code AnnotationAttributes}, or {@code null} if not found"
"AnnotatedElementUtils.java:240"$0$"	 * @since 4.2"
"AnnotatedElementUtils.java:241"$0$"	 * @see #getMergedAnnotationAttributes(AnnotatedElement, String, boolean, boolean)"
"AnnotatedElementUtils.java:242"$0$"	 * @see #findMergedAnnotationAttributes(AnnotatedElement, String, boolean, boolean)"
"AnnotatedElementUtils.java:243"$0$"	 * @see #getMergedAnnotation(AnnotatedElement, Class)"
"AnnotatedElementUtils.java:244"$0$"	 * @see #findMergedAnnotation(AnnotatedElement, Class)"
"AnnotatedElementUtils.java:245"$0$"	 */"
"AnnotatedElementUtils.java:246"$0$"	@Nullable"
"AnnotatedElementUtils.java:247"$0$"	public static AnnotationAttributes getMergedAnnotationAttributes("
"AnnotatedElementUtils.java:248"$1$"			AnnotatedElement element, Class<? extends Annotation> annotationType) {"
"AnnotatedElementUtils.java:249"$1$""
"AnnotatedElementUtils.java:250"$1$"		MergedAnnotation<?> mergedAnnotation = getAnnotations(element)"
"AnnotatedElementUtils.java:251"$1$"				.get(annotationType, null, MergedAnnotationSelectors.firstDirectlyDeclared());"
"AnnotatedElementUtils.java:252"$1$"		return getAnnotationAttributes(mergedAnnotation, false, false);"
"AnnotatedElementUtils.java:253"$1$"	}"
"AnnotatedElementUtils.java:254"$0$""
"AnnotatedElementUtils.java:255"$0$"	/**"
"AnnotatedElementUtils.java:256"$1$"	 * Get the first annotation of the specified {@code annotationName} within"
"AnnotatedElementUtils.java:257"$1$"	 * the annotation hierarchy <em>above</em> the supplied {@code element} and"
"AnnotatedElementUtils.java:258"$0$"	 * merge that annotation's attributes with <em>matching</em> attributes from"
"AnnotatedElementUtils.java:259"$0$"	 * annotations in lower levels of the annotation hierarchy."
"AnnotatedElementUtils.java:260"$1$"	 * <p>{@link AliasFor @AliasFor} semantics are fully supported, both"
"AnnotatedElementUtils.java:261"$0$"	 * within a single annotation and within the annotation hierarchy."
"AnnotatedElementUtils.java:262"$1$"	 * <p>This method delegates to {@link #getMergedAnnotationAttributes(AnnotatedElement, String, boolean, boolean)},"
"AnnotatedElementUtils.java:263"$1$"	 * supplying {@code false} for {@code classValuesAsString} and {@code nestedAnnotationsAsMap}."
"AnnotatedElementUtils.java:264"$0$"	 * @param element the annotated element"
"AnnotatedElementUtils.java:265"$0$"	 * @param annotationName the fully qualified class name of the annotation type to find"
"AnnotatedElementUtils.java:266"$1$"	 * @return the merged {@code AnnotationAttributes}, or {@code null} if not found"
"AnnotatedElementUtils.java:267"$0$"	 * @since 4.2"
"AnnotatedElementUtils.java:268"$0$"	 * @see #getMergedAnnotationAttributes(AnnotatedElement, String, boolean, boolean)"
"AnnotatedElementUtils.java:269"$0$"	 * @see #findMergedAnnotationAttributes(AnnotatedElement, String, boolean, boolean)"
"AnnotatedElementUtils.java:270"$0$"	 * @see #findMergedAnnotation(AnnotatedElement, Class)"
"AnnotatedElementUtils.java:271"$0$"	 * @see #getAllAnnotationAttributes(AnnotatedElement, String)"
"AnnotatedElementUtils.java:272"$0$"	 */"
"AnnotatedElementUtils.java:273"$0$"	@Nullable"
"AnnotatedElementUtils.java:274"$0$"	public static AnnotationAttributes getMergedAnnotationAttributes(AnnotatedElement element,"
"AnnotatedElementUtils.java:275"$1$"			String annotationName) {"
"AnnotatedElementUtils.java:276"$1$""
"AnnotatedElementUtils.java:277"$1$"		return getMergedAnnotationAttributes(element, annotationName, false, false);"
"AnnotatedElementUtils.java:278"$1$"	}"
"AnnotatedElementUtils.java:279"$0$""
"AnnotatedElementUtils.java:280"$0$"	/**"
"AnnotatedElementUtils.java:281"$1$"	 * Get the first annotation of the specified {@code annotationName} within"
"AnnotatedElementUtils.java:282"$1$"	 * the annotation hierarchy <em>above</em> the supplied {@code element} and"
"AnnotatedElementUtils.java:283"$0$"	 * merge that annotation's attributes with <em>matching</em> attributes from"
"AnnotatedElementUtils.java:284"$0$"	 * annotations in lower levels of the annotation hierarchy."
"AnnotatedElementUtils.java:285"$0$"	 * <p>Attributes from lower levels in the annotation hierarchy override attributes"
"AnnotatedElementUtils.java:286"$1$"	 * of the same name from higher levels, and {@link AliasFor @AliasFor} semantics are"
"AnnotatedElementUtils.java:287"$0$"	 * fully supported, both within a single annotation and within the annotation hierarchy."
"AnnotatedElementUtils.java:288"$1$"	 * <p>In contrast to {@link #getAllAnnotationAttributes}, the search algorithm used by"
"AnnotatedElementUtils.java:289"$0$"	 * this method will stop searching the annotation hierarchy once the first annotation"
"AnnotatedElementUtils.java:290"$1$"	 * of the specified {@code annotationName} has been found. As a consequence,"
"AnnotatedElementUtils.java:291"$1$"	 * additional annotations of the specified {@code annotationName} will be ignored."
"AnnotatedElementUtils.java:292"$0$"	 * <p>This method follows <em>get semantics</em> as described in the"
"AnnotatedElementUtils.java:293"$1$"	 * {@linkplain AnnotatedElementUtils class-level javadoc}."
"AnnotatedElementUtils.java:294"$0$"	 * @param element the annotated element"
"AnnotatedElementUtils.java:295"$0$"	 * @param annotationName the fully qualified class name of the annotation type to find"
"AnnotatedElementUtils.java:296"$0$"	 * @param classValuesAsString whether to convert Class references into Strings or to"
"AnnotatedElementUtils.java:297"$0$"	 * preserve them as Class references"
"AnnotatedElementUtils.java:298"$0$"	 * @param nestedAnnotationsAsMap whether to convert nested Annotation instances"
"AnnotatedElementUtils.java:299"$1$"	 * into {@code AnnotationAttributes} maps or to preserve them as Annotation instances"
"AnnotatedElementUtils.java:300"$1$"	 * @return the merged {@code AnnotationAttributes}, or {@code null} if not found"
"AnnotatedElementUtils.java:301"$0$"	 * @since 4.2"
"AnnotatedElementUtils.java:302"$0$"	 * @see #findMergedAnnotation(AnnotatedElement, Class)"
"AnnotatedElementUtils.java:303"$0$"	 * @see #findMergedAnnotationAttributes(AnnotatedElement, String, boolean, boolean)"
"AnnotatedElementUtils.java:304"$0$"	 * @see #getAllAnnotationAttributes(AnnotatedElement, String, boolean, boolean)"
"AnnotatedElementUtils.java:305"$0$"	 */"
"AnnotatedElementUtils.java:306"$0$"	@Nullable"
"AnnotatedElementUtils.java:307"$0$"	public static AnnotationAttributes getMergedAnnotationAttributes(AnnotatedElement element,"
"AnnotatedElementUtils.java:308"$1$"			String annotationName, boolean classValuesAsString, boolean nestedAnnotationsAsMap) {"
"AnnotatedElementUtils.java:309"$1$""
"AnnotatedElementUtils.java:310"$1$"		MergedAnnotation<?> mergedAnnotation = getAnnotations(element)"
"AnnotatedElementUtils.java:311"$1$"				.get(annotationName, null, MergedAnnotationSelectors.firstDirectlyDeclared());"
"AnnotatedElementUtils.java:312"$1$"		return getAnnotationAttributes(mergedAnnotation, classValuesAsString, nestedAnnotationsAsMap);"
"AnnotatedElementUtils.java:313"$1$"	}"
"AnnotatedElementUtils.java:314"$0$""
"AnnotatedElementUtils.java:315"$0$"	/**"
